Age,Gender,Education_Level,Current_Field,Mathematical_Skills,Communication_Skills,Coding_Knowledge,Creativity_Level,Analytical_Thinking,Leadership_Skills,Problem_Solving_Skills,Research_Writing_Skills,Technical_Experience,Interest_Area,Work_Preference,Work_Environment,Self_Employment_Interest,Entrepreneurial_Mindset,Internship_Experience,Freelance_Experience,Job_Experience_Years,Certifications_Completed,Extracurricular_Activities,Risk_Taking_Ability,Teamwork_Individual_Pref,Stress_Handling_Ability,Adaptability_to_New_Tech,Best_Suited_Profession
34,Female,High School,Medicine,10,2,No,2,5,9,8,5,2,Business,Remote,Startup,No,3,4,Yes,9,1,Yes,5,Individual,3,9,Mechanical Engineer
42,Female,Bachelor's,Medicine,3,4,No,3,7,8,10,4,3,Science,Remote,Government,Yes,3,5,Yes,10,10,No,6,Teamwork,3,6,Lawyer
41,Male,High School,Engineering,7,9,Yes,3,3,10,3,3,7,Engineering,Remote,Corporate,No,5,2,Yes,12,9,Yes,10,Balanced,7,7,Lawyer
21,Female,PhD,Engineering,6,3,No,5,6,8,9,3,5,Engineering,Hybrid,Freelance,No,7,4,Yes,16,4,No,5,Balanced,9,9,Digital Marketer
29,Male,Master’s,Medicine,3,7,Yes,7,1,8,6,9,2,Engineering,Remote,Startup,No,2,4,Yes,18,8,No,3,Teamwork,9,1,Digital Marketer
44,Female,High School,Medicine,8,4,No,4,6,4,1,1,3,Technology,Hybrid,Corporate,No,3,4,No,5,6,Yes,8,Teamwork,8,7,Business Analyst
43,Male,PhD,Science,1,3,No,1,5,7,3,4,8,Science,On-Site,Freelance,No,9,2,No,7,4,No,3,Individual,6,7,Digital Marketer
22,Female,Diploma,Business,5,5,Yes,3,2,2,4,9,4,Arts,Hybrid,Freelance,Yes,3,3,No,6,10,Yes,2,Balanced,1,3,Mechanical Engineer
46,Female,Bachelor's,Science,8,2,Yes,3,4,3,3,9,10,Business,Remote,Research Lab,No,6,4,No,3,8,No,5,Balanced,3,5,Data Scientist
22,Female,PhD,Sports,3,10,No,1,7,8,6,10,9,Social Work,Remote,Startup,No,6,3,Yes,1,6,Yes,6,Individual,2,6,Mechanical Engineer
28,Other,Diploma,Business,10,4,No,8,6,4,7,9,6,Social Work,On-Site,Government,Yes,5,1,No,3,4,Yes,3,Individual,8,2,Software Engineer
45,Other,High School,Sports,6,7,No,4,10,10,2,3,8,Technology,Remote,Corporate,Yes,6,5,No,12,2,Yes,7,Balanced,8,2,Research Scientist
23,Female,High School,Business,10,2,Yes,5,6,6,6,5,10,Medicine,Remote,Startup,No,2,1,No,2,4,No,5,Individual,5,10,Artist
24,Male,Diploma,Medicine,2,10,Yes,3,9,8,4,4,6,Arts,On-Site,Government,No,7,1,Yes,4,3,No,10,Teamwork,7,6,Data Scientist
41,Male,Diploma,Science,9,6,Yes,4,2,8,1,10,2,Technology,On-Site,Corporate,Yes,4,2,No,10,2,No,1,Teamwork,6,5,Mechanical Engineer
48,Female,Bachelor's,Business,2,5,No,1,1,5,2,4,10,Social Work,Hybrid,Corporate,No,5,5,No,8,3,No,7,Balanced,9,5,Entrepreneur
31,Other,High School,Sports,5,3,Yes,4,2,7,5,4,8,Engineering,Remote,Government,No,6,4,No,3,7,Yes,9,Balanced,4,3,Research Scientist
41,Male,Diploma,Business,3,5,Yes,2,3,1,9,6,7,Medicine,Remote,Government,No,4,4,Yes,6,4,Yes,3,Individual,10,5,Artist
28,Other,Master’s,Engineering,10,10,Yes,10,9,5,5,8,4,Sports,On-Site,Startup,Yes,9,4,No,1,1,No,10,Balanced,1,9,Software Engineer
47,Male,Master’s,Business,9,7,No,6,10,3,8,3,6,Arts,Remote,Freelance,No,6,0,No,5,8,Yes,4,Individual,4,5,Software Engineer
30,Female,Diploma,Medicine,9,3,Yes,2,9,4,10,2,9,Technology,Remote,Corporate,Yes,4,1,No,4,9,Yes,9,Individual,5,4,Data Scientist
19,Other,Bachelor's,Arts,7,8,No,9,5,1,2,8,1,Medicine,Remote,Freelance,No,7,2,No,5,2,Yes,3,Balanced,3,8,Entrepreneur
42,Male,High School,Engineering,10,7,Yes,2,7,1,5,9,9,Technology,Remote,Startup,No,7,3,Yes,19,4,Yes,4,Teamwork,4,7,Software Engineer
24,Female,Master’s,Arts,5,4,Yes,4,3,3,1,7,10,Social Work,Hybrid,Freelance,No,4,5,Yes,11,3,No,10,Balanced,7,10,Doctor
37,Female,Diploma,Medicine,9,5,Yes,4,10,4,2,4,4,Business,On-Site,Startup,No,1,5,No,0,5,No,9,Balanced,1,1,Data Scientist
21,Female,Diploma,Arts,7,10,Yes,1,2,3,3,7,1,Engineering,Remote,Government,No,5,4,Yes,1,5,Yes,1,Individual,1,1,Mechanical Engineer
44,Other,PhD,Business,2,4,No,7,6,2,8,2,8,Engineering,Remote,Research Lab,No,4,3,No,5,6,Yes,8,Individual,3,7,Data Scientist
25,Other,Diploma,Arts,10,2,No,1,6,7,10,3,8,Engineering,Remote,Government,Yes,2,4,Yes,9,3,Yes,10,Teamwork,10,6,Software Engineer
37,Female,Bachelor's,Science,1,9,No,8,5,10,3,10,9,Social Work,On-Site,Startup,No,9,1,No,3,1,No,8,Teamwork,5,7,Research Scientist
46,Other,Master’s,Medicine,10,1,Yes,3,1,9,4,2,10,Business,On-Site,Research Lab,No,10,1,Yes,7,10,Yes,9,Balanced,7,5,Lawyer
48,Male,PhD,Science,10,8,No,8,10,3,4,8,1,Medicine,Remote,Corporate,Yes,5,0,Yes,20,0,Yes,2,Balanced,5,7,Mechanical Engineer
39,Female,Master’s,Arts,4,4,No,8,2,9,9,2,2,Business,Hybrid,Startup,No,2,0,Yes,8,4,Yes,9,Teamwork,1,7,Data Scientist
38,Female,Master’s,Science,10,9,No,10,7,8,4,10,6,Engineering,Hybrid,Research Lab,Yes,3,4,No,5,10,No,10,Teamwork,3,7,Research Scientist
36,Other,Bachelor's,Engineering,8,3,No,10,10,5,9,7,5,Business,Hybrid,Freelance,No,10,3,No,1,2,No,5,Individual,6,1,Business Analyst
30,Female,Diploma,Arts,6,7,Yes,5,2,6,8,2,3,Arts,Hybrid,Research Lab,No,2,0,No,20,6,No,1,Individual,1,7,Digital Marketer
31,Male,Bachelor's,Sports,2,3,Yes,3,5,1,4,2,3,Social Work,On-Site,Corporate,No,2,2,Yes,11,8,No,1,Balanced,6,6,Software Engineer
27,Other,Diploma,Science,5,10,No,9,10,6,3,10,9,Science,On-Site,Government,Yes,1,1,Yes,11,7,No,5,Balanced,4,10,Mechanical Engineer
28,Other,PhD,Business,9,7,No,1,4,9,2,3,1,Business,Remote,Freelance,No,3,3,Yes,14,9,Yes,3,Teamwork,7,6,Lawyer
19,Female,Bachelor's,Arts,6,2,Yes,1,10,7,8,3,4,Sports,On-Site,Government,No,2,4,Yes,15,5,No,1,Individual,7,8,Digital Marketer
42,Female,Bachelor's,Sports,6,3,No,2,1,9,8,6,7,Medicine,Hybrid,Corporate,Yes,10,4,No,4,2,No,4,Individual,3,4,Digital Marketer
43,Female,High School,Engineering,7,8,No,10,5,5,1,10,5,Arts,Remote,Freelance,No,6,1,Yes,4,9,Yes,3,Balanced,4,9,Artist
26,Other,Bachelor's,Business,5,7,No,6,1,5,7,4,9,Medicine,On-Site,Corporate,Yes,10,3,No,2,10,No,10,Individual,3,4,Doctor
34,Female,High School,Arts,3,3,Yes,2,3,5,8,9,10,Sports,Remote,Corporate,No,6,2,Yes,3,1,Yes,6,Individual,3,1,Entrepreneur
43,Male,Diploma,Business,3,8,Yes,4,9,6,7,10,8,Business,On-Site,Startup,Yes,4,4,Yes,12,8,Yes,6,Individual,8,3,Software Engineer
20,Female,Diploma,Arts,5,9,Yes,6,7,4,3,5,1,Technology,Remote,Freelance,Yes,8,1,Yes,13,2,Yes,5,Teamwork,10,5,Artist
41,Female,Diploma,Arts,4,2,No,2,2,10,4,8,8,Technology,Hybrid,Startup,No,7,0,Yes,14,9,No,7,Individual,4,1,Data Scientist
23,Other,High School,Medicine,5,2,No,4,5,9,5,10,10,Business,Hybrid,Corporate,Yes,2,5,No,14,2,No,8,Teamwork,1,1,Research Scientist
22,Female,Diploma,Science,9,7,No,7,4,7,1,3,10,Sports,Hybrid,Startup,Yes,1,1,No,12,10,No,4,Balanced,2,8,Data Scientist
22,Other,Master’s,Arts,5,8,No,1,7,3,10,9,5,Technology,On-Site,Government,No,5,1,Yes,2,9,No,4,Teamwork,6,9,Mechanical Engineer
39,Female,Bachelor's,Engineering,4,5,Yes,9,4,10,3,4,6,Science,Remote,Research Lab,No,5,0,No,10,1,Yes,1,Balanced,9,1,Digital Marketer
32,Male,High School,Sports,4,2,Yes,10,9,7,6,3,1,Medicine,Hybrid,Startup,Yes,6,5,Yes,16,6,Yes,4,Balanced,1,1,Mechanical Engineer
40,Male,Diploma,Science,1,10,Yes,10,3,3,3,9,5,Social Work,Hybrid,Government,Yes,3,2,Yes,9,5,Yes,10,Teamwork,6,8,Research Scientist
34,Other,Master’s,Medicine,10,5,Yes,7,6,3,5,4,4,Social Work,Remote,Corporate,Yes,2,1,Yes,3,4,Yes,8,Individual,1,3,Data Scientist
26,Other,Bachelor's,Science,4,3,Yes,9,5,4,4,6,9,Social Work,Hybrid,Startup,Yes,4,1,Yes,1,4,No,10,Individual,5,2,Business Analyst
20,Female,Bachelor's,Science,4,9,No,7,10,2,2,7,4,Engineering,Remote,Startup,Yes,8,5,No,9,6,Yes,4,Balanced,10,10,Business Analyst
37,Female,Diploma,Arts,9,2,Yes,1,8,8,4,1,6,Social Work,On-Site,Government,Yes,1,1,No,9,7,Yes,9,Balanced,5,5,Doctor
43,Male,Master’s,Engineering,4,9,No,7,1,1,4,1,10,Science,Hybrid,Corporate,Yes,7,3,Yes,16,8,No,7,Balanced,8,2,Artist
34,Female,High School,Arts,7,2,No,9,10,10,3,2,3,Sports,Remote,Government,Yes,2,4,No,6,1,No,4,Individual,2,7,Research Scientist
46,Male,Diploma,Engineering,1,1,No,8,2,1,8,10,9,Arts,Remote,Freelance,Yes,3,3,Yes,7,5,No,10,Teamwork,4,5,Data Scientist
44,Other,Bachelor's,Engineering,7,10,Yes,4,7,1,6,2,8,Engineering,Remote,Corporate,Yes,2,5,No,6,5,No,7,Individual,9,9,Digital Marketer
27,Female,Bachelor's,Business,2,6,Yes,5,1,4,1,4,9,Business,Hybrid,Corporate,No,3,5,Yes,0,3,Yes,6,Teamwork,6,10,Research Scientist
20,Other,Bachelor's,Arts,8,6,Yes,3,5,1,9,1,10,Medicine,On-Site,Government,Yes,3,1,No,3,9,Yes,7,Balanced,4,6,Entrepreneur
35,Female,Diploma,Medicine,1,4,Yes,10,8,3,3,10,6,Sports,Remote,Government,Yes,5,1,Yes,12,2,No,2,Individual,4,8,Data Scientist
35,Male,PhD,Sports,10,2,No,10,10,7,4,7,8,Sports,On-Site,Research Lab,No,5,5,Yes,9,2,No,5,Teamwork,4,10,Mechanical Engineer
47,Other,PhD,Science,3,10,Yes,2,5,3,10,6,1,Engineering,On-Site,Government,Yes,3,0,Yes,3,0,Yes,10,Teamwork,8,2,Mechanical Engineer
34,Other,PhD,Business,8,3,No,3,5,2,10,6,1,Business,Hybrid,Freelance,Yes,7,0,Yes,8,3,No,9,Individual,5,2,Mechanical Engineer
41,Female,Master’s,Medicine,10,6,No,7,9,10,7,9,10,Business,On-Site,Freelance,Yes,6,3,No,14,3,No,3,Balanced,5,10,Artist
20,Other,Diploma,Sports,8,4,No,8,5,6,5,4,4,Science,Remote,Government,No,9,1,No,9,10,Yes,5,Teamwork,4,9,Research Scientist
49,Male,Bachelor's,Sports,5,5,Yes,2,1,8,4,8,1,Technology,On-Site,Research Lab,Yes,4,0,No,7,2,Yes,4,Teamwork,5,4,Business Analyst
20,Other,Master’s,Arts,5,9,No,9,3,4,2,2,7,Technology,On-Site,Research Lab,Yes,1,0,Yes,14,3,Yes,3,Individual,9,3,Doctor
23,Other,PhD,Engineering,8,5,Yes,4,5,4,5,8,4,Medicine,Hybrid,Freelance,Yes,10,2,No,3,2,Yes,4,Teamwork,5,9,Business Analyst
30,Female,High School,Arts,10,10,Yes,2,8,2,8,10,1,Sports,On-Site,Corporate,No,7,5,No,12,10,Yes,3,Individual,3,9,Lawyer
41,Other,Master’s,Sports,5,8,No,7,10,5,2,6,1,Medicine,Remote,Startup,No,6,2,No,19,0,Yes,9,Individual,8,4,Research Scientist
46,Female,Master’s,Arts,9,2,No,2,2,10,1,8,6,Medicine,Remote,Startup,No,5,5,No,0,2,No,7,Individual,7,2,Mechanical Engineer
32,Female,Diploma,Business,1,6,Yes,7,4,8,6,3,6,Social Work,Remote,Research Lab,Yes,4,1,No,2,4,Yes,1,Teamwork,4,4,Mechanical Engineer
42,Other,Master’s,Medicine,5,6,Yes,8,4,1,1,4,6,Arts,Hybrid,Corporate,No,5,0,Yes,12,0,No,8,Balanced,10,10,Entrepreneur
26,Male,Diploma,Sports,3,5,No,9,3,2,9,6,9,Engineering,Hybrid,Freelance,No,6,3,No,17,4,No,7,Balanced,5,10,Software Engineer
21,Female,High School,Business,3,6,Yes,1,6,1,8,1,7,Technology,Remote,Research Lab,Yes,5,4,Yes,16,5,Yes,1,Balanced,1,8,Research Scientist
31,Other,Bachelor's,Medicine,2,5,Yes,2,10,4,4,1,7,Arts,On-Site,Research Lab,Yes,1,3,No,5,9,Yes,10,Individual,10,5,Business Analyst
22,Female,Bachelor's,Business,3,2,Yes,2,2,7,7,8,1,Sports,Hybrid,Startup,Yes,10,1,Yes,18,5,No,3,Teamwork,5,8,Research Scientist
19,Male,PhD,Science,7,5,Yes,7,3,3,10,6,8,Sports,On-Site,Startup,No,3,4,No,8,8,Yes,10,Individual,8,6,Artist
28,Male,PhD,Engineering,8,1,No,6,2,8,4,4,6,Medicine,On-Site,Government,No,4,3,No,13,10,No,10,Teamwork,5,7,Business Analyst
26,Female,High School,Engineering,8,3,Yes,9,10,6,6,5,5,Social Work,Hybrid,Freelance,No,2,3,Yes,12,10,Yes,9,Balanced,9,2,Mechanical Engineer
41,Male,Bachelor's,Engineering,8,7,No,3,8,2,10,7,6,Science,On-Site,Corporate,Yes,7,4,Yes,17,4,Yes,7,Individual,6,2,Business Analyst
20,Other,PhD,Science,1,4,Yes,8,2,9,7,8,9,Medicine,On-Site,Freelance,No,1,5,Yes,17,8,Yes,3,Individual,1,8,Research Scientist
44,Other,Master’s,Sports,7,8,Yes,5,5,9,9,10,4,Science,Remote,Government,Yes,9,2,Yes,10,6,Yes,3,Individual,8,8,Lawyer
45,Female,Diploma,Sports,2,3,Yes,5,4,7,2,7,7,Technology,On-Site,Freelance,No,7,3,Yes,18,7,Yes,1,Individual,5,10,Data Scientist
46,Male,PhD,Science,10,7,Yes,10,1,10,10,7,3,Business,On-Site,Startup,Yes,10,1,No,11,8,No,5,Individual,6,2,Artist
26,Other,High School,Engineering,4,2,Yes,5,7,8,8,7,2,Business,Hybrid,Freelance,Yes,8,5,No,14,6,Yes,9,Individual,2,4,Business Analyst
20,Other,Bachelor's,Engineering,5,8,No,8,6,10,9,4,3,Social Work,Hybrid,Corporate,Yes,4,3,No,14,3,Yes,2,Individual,8,7,Entrepreneur
42,Other,High School,Medicine,1,3,Yes,7,10,1,4,5,7,Social Work,On-Site,Research Lab,No,6,0,No,5,6,No,8,Balanced,7,7,Mechanical Engineer
19,Female,Diploma,Medicine,4,6,Yes,7,1,6,8,10,6,Medicine,On-Site,Corporate,No,9,5,No,4,1,Yes,10,Balanced,1,1,Entrepreneur
29,Female,Diploma,Arts,4,2,Yes,4,9,9,10,7,3,Technology,Hybrid,Corporate,Yes,5,3,No,6,3,No,4,Individual,4,3,Research Scientist
27,Other,High School,Business,9,7,No,6,4,6,5,3,4,Science,On-Site,Startup,No,5,3,Yes,2,4,Yes,3,Balanced,2,3,Lawyer
26,Other,PhD,Medicine,9,4,Yes,1,1,3,9,5,1,Business,Remote,Corporate,No,6,5,No,0,4,No,3,Teamwork,9,9,Artist
32,Male,PhD,Medicine,10,6,No,6,8,2,2,7,7,Business,On-Site,Government,No,8,3,Yes,13,0,No,10,Individual,8,1,Business Analyst
25,Male,Bachelor's,Medicine,1,2,Yes,5,1,8,1,2,5,Technology,On-Site,Government,No,4,1,Yes,13,6,Yes,8,Individual,2,3,Digital Marketer
42,Male,Bachelor's,Medicine,8,3,No,1,2,4,10,7,1,Science,On-Site,Government,Yes,4,3,No,9,1,No,1,Teamwork,2,4,Digital Marketer
22,Female,Master’s,Science,4,3,No,1,5,1,6,6,4,Business,On-Site,Freelance,No,5,1,No,5,7,No,10,Individual,8,1,Data Scientist
28,Other,Master’s,Arts,4,4,No,3,1,8,4,8,4,Technology,Hybrid,Freelance,Yes,8,1,No,18,0,No,8,Individual,9,4,Entrepreneur
44,Female,Bachelor's,Medicine,5,1,No,4,1,1,6,7,7,Technology,On-Site,Freelance,Yes,8,5,Yes,18,6,No,1,Teamwork,5,8,Mechanical Engineer
19,Other,Master’s,Sports,2,6,Yes,1,6,2,7,4,6,Arts,Remote,Freelance,No,4,3,No,8,2,Yes,4,Teamwork,7,10,Doctor
41,Male,High School,Business,1,6,No,10,1,1,9,5,10,Engineering,On-Site,Corporate,Yes,4,3,Yes,5,4,No,8,Balanced,1,6,Mechanical Engineer
45,Male,PhD,Medicine,5,4,Yes,7,5,8,1,10,10,Social Work,Remote,Freelance,No,8,3,No,10,1,No,1,Balanced,10,9,Digital Marketer
32,Male,Master’s,Science,7,8,No,2,10,3,3,10,4,Technology,Hybrid,Startup,Yes,10,3,No,12,3,No,9,Balanced,1,1,Digital Marketer
23,Male,Master’s,Sports,10,5,No,4,5,9,2,6,5,Sports,Remote,Startup,No,5,1,No,2,9,No,4,Teamwork,2,3,Mechanical Engineer
25,Other,High School,Engineering,9,10,No,9,2,7,5,2,2,Business,Hybrid,Research Lab,No,2,1,Yes,4,2,Yes,4,Balanced,3,3,Artist
44,Male,Diploma,Engineering,2,4,No,8,3,6,10,10,7,Sports,Hybrid,Government,No,6,5,Yes,7,6,No,6,Individual,1,3,Software Engineer
22,Other,Bachelor's,Arts,8,7,No,2,3,6,8,6,9,Science,Hybrid,Corporate,No,3,3,No,15,3,No,10,Balanced,7,1,Digital Marketer
33,Other,High School,Engineering,7,10,Yes,9,3,10,5,10,9,Engineering,Remote,Startup,Yes,5,1,Yes,13,5,Yes,2,Balanced,7,6,Data Scientist
43,Female,Diploma,Medicine,2,10,No,1,3,1,8,9,7,Technology,Remote,Freelance,Yes,8,0,No,20,8,No,4,Balanced,1,8,Doctor
35,Male,High School,Science,5,8,Yes,6,4,8,3,8,7,Business,Remote,Government,No,2,2,No,15,10,Yes,2,Balanced,5,10,Research Scientist
23,Male,PhD,Arts,7,2,No,3,10,10,10,5,8,Engineering,Hybrid,Research Lab,No,1,4,No,20,7,No,9,Individual,10,2,Software Engineer
22,Female,High School,Sports,3,1,No,1,1,3,1,5,5,Engineering,On-Site,Startup,Yes,1,5,No,1,8,No,1,Teamwork,7,5,Entrepreneur
45,Other,High School,Medicine,2,6,No,8,4,3,4,10,1,Sports,Remote,Corporate,Yes,1,2,No,0,8,Yes,9,Individual,10,2,Research Scientist
33,Male,PhD,Engineering,6,2,No,6,4,3,3,10,10,Arts,Remote,Research Lab,No,6,2,Yes,16,5,No,6,Individual,1,1,Research Scientist
30,Other,Bachelor's,Business,10,8,Yes,4,8,9,8,2,10,Science,Remote,Government,Yes,7,4,No,1,3,No,10,Individual,5,8,Mechanical Engineer
45,Female,Diploma,Medicine,6,5,No,3,4,5,8,10,10,Medicine,On-Site,Freelance,Yes,6,3,No,18,4,No,7,Teamwork,2,7,Lawyer
22,Other,Master’s,Business,4,2,Yes,10,5,2,8,3,3,Medicine,Hybrid,Freelance,Yes,4,2,Yes,2,2,Yes,5,Teamwork,3,7,Digital Marketer
30,Male,Bachelor's,Sports,1,5,Yes,2,4,4,3,9,3,Engineering,On-Site,Government,No,2,3,Yes,19,10,Yes,4,Individual,6,6,Business Analyst
34,Other,High School,Business,5,2,Yes,5,5,7,8,7,3,Technology,On-Site,Startup,Yes,8,3,Yes,15,6,No,5,Individual,6,4,Artist
35,Other,Master’s,Sports,1,6,Yes,8,3,10,6,8,5,Medicine,On-Site,Freelance,Yes,9,0,Yes,9,10,Yes,9,Individual,7,3,Data Scientist
25,Male,PhD,Arts,8,8,Yes,8,3,1,8,9,7,Science,Hybrid,Freelance,No,3,1,Yes,13,7,Yes,10,Balanced,2,8,Mechanical Engineer
30,Male,Bachelor's,Science,2,2,Yes,3,8,2,9,3,9,Science,Remote,Startup,No,5,4,Yes,17,8,Yes,5,Balanced,5,1,Software Engineer
49,Other,Diploma,Engineering,9,6,No,9,1,8,1,5,4,Business,Remote,Government,Yes,8,4,No,14,6,Yes,8,Balanced,8,5,Business Analyst
47,Other,Bachelor's,Engineering,9,6,Yes,10,3,8,1,4,8,Medicine,Remote,Government,No,7,4,No,13,4,Yes,4,Teamwork,2,4,Entrepreneur
46,Female,Bachelor's,Medicine,3,1,Yes,5,2,3,4,4,10,Medicine,Hybrid,Research Lab,Yes,5,1,Yes,3,2,Yes,5,Teamwork,4,10,Software Engineer
36,Male,Master’s,Engineering,6,9,Yes,7,10,5,1,5,6,Engineering,On-Site,Freelance,No,2,4,No,8,3,Yes,7,Individual,6,6,Software Engineer
43,Other,PhD,Arts,9,8,Yes,9,6,8,9,5,3,Business,Hybrid,Government,Yes,6,2,Yes,1,0,No,1,Teamwork,7,2,Data Scientist
20,Male,PhD,Engineering,7,4,Yes,7,8,10,9,4,10,Medicine,Hybrid,Startup,Yes,1,4,Yes,1,3,Yes,8,Individual,7,7,Business Analyst
41,Female,Bachelor's,Medicine,4,7,Yes,10,6,9,7,6,5,Medicine,On-Site,Startup,No,7,5,No,3,6,No,1,Teamwork,10,2,Data Scientist
25,Other,PhD,Engineering,3,4,No,3,4,2,2,7,8,Science,Hybrid,Startup,Yes,9,0,Yes,0,9,No,1,Teamwork,9,9,Lawyer
19,Other,Master’s,Science,2,8,No,2,3,10,4,8,1,Sports,On-Site,Freelance,No,5,3,No,11,2,Yes,5,Teamwork,10,5,Artist
25,Other,Master’s,Sports,10,10,Yes,7,4,8,4,3,3,Medicine,Hybrid,Corporate,Yes,8,3,No,11,9,No,8,Balanced,2,7,Digital Marketer
44,Male,Diploma,Business,10,2,Yes,10,8,3,10,4,8,Medicine,Hybrid,Government,No,1,0,No,9,5,Yes,5,Teamwork,2,2,Doctor
30,Female,PhD,Business,1,2,No,8,9,9,5,1,7,Medicine,Hybrid,Corporate,No,4,1,No,2,8,No,7,Balanced,8,6,Digital Marketer
30,Male,Diploma,Sports,10,3,Yes,4,8,5,5,1,1,Social Work,On-Site,Corporate,Yes,2,1,Yes,14,7,Yes,8,Individual,3,2,Digital Marketer
18,Other,High School,Business,1,4,No,1,9,5,8,5,4,Social Work,Hybrid,Research Lab,No,9,4,No,17,9,Yes,1,Teamwork,7,1,Business Analyst
23,Female,Master’s,Science,4,6,No,6,8,4,3,1,5,Arts,Remote,Startup,Yes,3,4,No,1,8,Yes,7,Balanced,8,7,Doctor
41,Other,Bachelor's,Arts,4,5,No,9,5,8,7,9,5,Medicine,Remote,Startup,Yes,10,2,No,8,3,Yes,5,Teamwork,10,1,Digital Marketer
36,Other,Master’s,Medicine,9,10,Yes,4,5,1,1,3,5,Arts,On-Site,Startup,No,3,3,No,15,2,Yes,1,Teamwork,5,2,Doctor
33,Male,High School,Science,10,10,No,3,1,6,1,10,4,Arts,On-Site,Government,No,1,4,Yes,13,6,No,8,Balanced,10,7,Digital Marketer
25,Other,Bachelor's,Medicine,1,7,No,6,8,7,3,9,9,Sports,Hybrid,Startup,Yes,6,0,Yes,8,10,Yes,4,Teamwork,2,6,Digital Marketer
45,Female,PhD,Arts,4,6,Yes,6,2,8,1,5,1,Engineering,Remote,Startup,No,6,1,Yes,19,5,No,6,Teamwork,10,5,Business Analyst
18,Other,PhD,Science,3,4,Yes,4,6,4,1,2,7,Medicine,Remote,Research Lab,No,10,4,Yes,1,9,Yes,4,Teamwork,6,10,Data Scientist
44,Other,Master’s,Engineering,9,10,No,7,6,9,3,9,1,Business,Remote,Research Lab,Yes,10,1,No,20,4,No,6,Individual,8,2,Lawyer
44,Male,Bachelor's,Arts,5,9,Yes,2,10,3,9,7,3,Medicine,Hybrid,Corporate,No,3,3,Yes,5,3,No,4,Individual,2,10,Lawyer
33,Female,Bachelor's,Business,9,7,Yes,1,4,8,5,6,10,Engineering,Remote,Government,No,8,2,Yes,15,9,No,6,Individual,3,2,Doctor
26,Male,Diploma,Science,10,1,No,6,9,10,4,1,5,Arts,Remote,Corporate,Yes,5,5,Yes,18,10,Yes,6,Teamwork,1,4,Mechanical Engineer
30,Other,High School,Arts,6,8,Yes,3,3,10,7,3,8,Engineering,Remote,Government,Yes,7,1,Yes,20,7,No,10,Individual,9,10,Mechanical Engineer
28,Male,PhD,Arts,9,4,No,3,8,5,2,5,7,Engineering,Remote,Freelance,Yes,10,1,No,15,0,Yes,7,Individual,6,7,Artist
30,Male,Master’s,Science,1,7,Yes,1,2,5,6,5,7,Medicine,Hybrid,Research Lab,No,9,4,No,8,10,No,10,Balanced,1,1,Data Scientist
42,Male,Bachelor's,Business,4,2,No,2,5,7,10,5,5,Engineering,Hybrid,Startup,Yes,4,4,Yes,20,1,Yes,7,Individual,10,10,Lawyer
38,Male,PhD,Sports,4,3,Yes,3,6,5,1,3,10,Business,On-Site,Corporate,No,1,3,Yes,5,1,Yes,8,Individual,5,3,Entrepreneur
27,Other,Master’s,Business,10,1,No,1,2,7,4,4,7,Business,Hybrid,Startup,No,2,2,No,8,8,Yes,8,Teamwork,4,8,Research Scientist
21,Other,PhD,Arts,10,2,Yes,8,7,9,6,6,10,Technology,Hybrid,Research Lab,Yes,4,5,No,15,9,Yes,4,Individual,7,10,Research Scientist
48,Female,Master’s,Medicine,6,5,No,6,5,5,10,3,3,Science,Remote,Corporate,No,3,5,No,12,0,No,1,Individual,9,3,Lawyer
44,Male,PhD,Sports,10,2,Yes,9,10,2,4,8,4,Medicine,On-Site,Government,No,4,4,No,10,1,No,2,Individual,6,8,Research Scientist
23,Male,Diploma,Sports,1,6,Yes,1,4,10,7,3,4,Technology,Hybrid,Government,Yes,3,2,Yes,9,10,No,9,Balanced,4,5,Entrepreneur
45,Female,High School,Arts,10,6,No,4,4,6,3,4,2,Technology,On-Site,Startup,Yes,8,2,No,13,7,Yes,4,Teamwork,6,1,Research Scientist
24,Male,PhD,Science,5,6,Yes,4,2,9,3,6,5,Technology,Hybrid,Government,Yes,9,4,Yes,17,2,Yes,5,Balanced,2,1,Software Engineer
22,Female,High School,Science,3,3,No,5,9,9,10,7,9,Business,Hybrid,Startup,Yes,10,1,No,10,2,No,7,Balanced,8,7,Business Analyst
28,Other,PhD,Science,1,3,Yes,2,1,5,8,3,2,Medicine,Hybrid,Corporate,Yes,9,0,Yes,10,0,No,3,Individual,1,10,Artist
30,Female,Bachelor's,Business,6,10,Yes,1,1,2,2,9,1,Medicine,Remote,Startup,Yes,2,5,Yes,15,1,No,2,Individual,9,6,Data Scientist
43,Male,Diploma,Engineering,3,7,No,9,4,6,1,5,10,Medicine,Hybrid,Freelance,Yes,6,5,No,9,0,No,3,Teamwork,1,8,Entrepreneur
42,Female,Diploma,Science,4,4,Yes,5,3,4,5,5,8,Arts,Remote,Corporate,No,6,3,No,11,1,No,1,Individual,2,6,Research Scientist
36,Other,High School,Science,9,6,No,8,9,4,7,9,5,Social Work,Hybrid,Startup,Yes,8,2,No,16,0,Yes,7,Individual,4,6,Entrepreneur
48,Male,Bachelor's,Sports,2,8,Yes,3,7,3,4,3,4,Social Work,On-Site,Government,No,4,1,Yes,0,5,No,7,Teamwork,5,10,Mechanical Engineer
