Age,Gender,Education_Level,Current_Field,Mathematical_Skills,Communication_Skills,Coding_Knowledge,Creativity_Level,Analytical_Thinking,Leadership_Skills,Problem_Solving_Skills,Research_Writing_Skills,Technical_Experience,Interest_Area,Work_Preference,Work_Environment,Self_Employment_Interest,Entrepreneurial_Mindset,Freelance_Experience,Job_Experience_Years,Certifications_Completed,Extracurricular_Activities,Risk_Taking_Ability,Teamwork_Individual_Pref,Stress_Handling_Ability,Adaptability_to_New_Tech,Best_Suited_Profession
34,Other,PhD,Engineering,High,Medium,No,Medium,Medium,Low,Low,Low,Low,Medicine,On-Site,Freelance,Yes,High,Yes,0,10,No,Low,Balanced,Low,Low,Doctor
35,Other,Bachelor's,Sports,High,High,No,Low,Low,Low,Low,High,High,Medicine,Hybrid,Startup,No,Medium,Yes,12,1,No,Low,Teamwork,High,Medium,Mechanical Engineer
36,Other,Diploma,Sports,Medium,High,Yes,High,High,Medium,Medium,Medium,Medium,Arts,Hybrid,Government,Yes,High,Yes,12,5,Yes,Low,Teamwork,Medium,Medium,Business Analyst
34,Female,Bachelor's,Medicine,Low,Low,No,High,High,Low,Medium,High,High,Engineering,Remote,Startup,Yes,High,Yes,12,7,No,Medium,Individual,Low,Medium,Business Analyst
31,Male,Master’s,Sports,High,Medium,Yes,High,Medium,High,Low,Medium,Low,Business,On-Site,Corporate,No,Medium,No,8,3,No,Medium,Balanced,Low,High,Artist
26,Male,Diploma,Medicine,Medium,Low,Yes,High,Low,Low,Medium,Medium,Low,Business,Remote,Freelance,No,Medium,Yes,8,3,Yes,Medium,Balanced,Medium,Medium,Doctor
25,Female,Master’s,Sports,High,Medium,Yes,Medium,Medium,Low,Medium,Low,High,Engineering,Hybrid,Freelance,Yes,Low,Yes,7,7,Yes,Low,Teamwork,Medium,Medium,Entrepreneur
19,Other,Diploma,Business,Low,Medium,No,Medium,Medium,Medium,Medium,Medium,Medium,Engineering,On-Site,Government,Yes,High,No,1,3,No,High,Teamwork,High,High,Digital Marketer
30,Other,High School,Arts,Medium,Medium,No,Medium,Medium,Medium,High,Medium,High,Medicine,On-Site,Startup,Yes,Medium,No,9,9,Yes,Medium,Teamwork,High,Medium,Software Engineer
42,Other,Diploma,Engineering,Medium,Medium,No,High,High,High,Low,Medium,High,Sports,Remote,Corporate,Yes,Low,Yes,12,5,No,Medium,Balanced,Low,Medium,Research Scientist
24,Female,Diploma,Arts,Medium,High,Yes,High,Low,High,Medium,Medium,Medium,Technology,Remote,Corporate,No,Medium,Yes,6,2,Yes,High,Individual,Medium,Low,Software Engineer
26,Other,Master’s,Business,High,Medium,No,High,Low,Low,Low,Medium,Medium,Sports,Hybrid,Research Lab,Yes,Medium,No,8,0,No,Medium,Balanced,High,Medium,Lawyer
39,Other,Master’s,Science,Medium,Low,Yes,Medium,High,High,High,Medium,Low,Sports,Remote,Research Lab,Yes,High,Yes,12,6,No,Medium,Balanced,Low,Medium,Doctor
39,Female,Diploma,Medicine,Medium,Low,Yes,Low,Low,Medium,Medium,Medium,Low,Technology,On-Site,Corporate,No,High,No,12,7,Yes,Medium,Teamwork,Medium,Low,Digital Marketer
28,Male,Diploma,Sports,Medium,Medium,No,High,Low,Low,Medium,High,Low,Science,Remote,Corporate,Yes,High,Yes,8,4,No,Medium,Individual,High,Low,Entrepreneur
31,Female,PhD,Sports,High,Low,No,Low,High,Medium,Medium,High,Low,Business,Remote,Government,Yes,Medium,Yes,12,7,Yes,High,Teamwork,Medium,High,Artist
21,Female,High School,Business,Low,Low,Yes,High,High,Medium,High,Medium,High,Sports,Remote,Research Lab,Yes,High,Yes,3,1,No,Medium,Individual,High,Low,Digital Marketer
43,Female,High School,Sports,Low,High,Yes,Medium,Medium,High,High,Medium,Medium,Engineering,Remote,Startup,Yes,Medium,No,7,3,Yes,Low,Balanced,Medium,Medium,Lawyer
43,Female,Bachelor's,Business,Medium,High,No,High,Low,High,Medium,Low,Medium,Social Work,Hybrid,Startup,No,Medium,Yes,9,8,Yes,High,Balanced,High,Medium,Research Scientist
46,Male,Diploma,Arts,Low,High,No,Low,Low,High,Low,Medium,High,Engineering,Remote,Research Lab,No,Low,Yes,9,0,No,High,Individual,Low,Medium,Data Scientist
30,Other,Diploma,Science,High,High,Yes,Medium,Medium,Medium,Low,Medium,High,Medicine,On-Site,Startup,No,High,Yes,0,10,No,Medium,Teamwork,Medium,Low,Digital Marketer
19,Female,Diploma,Medicine,Medium,Low,No,Medium,High,Medium,Medium,High,High,Technology,Remote,Government,No,High,No,1,2,No,Medium,Teamwork,High,High,Artist
40,Male,Diploma,Sports,Medium,High,No,Low,High,Low,Low,Medium,Medium,Science,On-Site,Startup,No,High,Yes,12,4,No,High,Individual,Low,High,Research Scientist
22,Other,High School,Science,Medium,High,Yes,Medium,Medium,Low,Low,High,Medium,Arts,Remote,Government,No,Medium,Yes,4,7,Yes,Medium,Individual,Medium,Medium,Doctor
28,Other,Master’s,Science,High,High,No,Low,High,Low,High,High,High,Technology,Remote,Startup,Yes,Medium,Yes,8,9,No,High,Individual,High,Low,Entrepreneur
23,Other,PhD,Science,Medium,Low,Yes,Medium,Low,Low,Medium,Medium,High,Technology,Hybrid,Freelance,Yes,High,No,2,3,No,Medium,Teamwork,High,High,Artist
35,Female,Master’s,Engineering,Medium,Medium,No,Medium,High,Low,Low,Low,Medium,Medicine,On-Site,Startup,No,Medium,Yes,7,2,No,Medium,Teamwork,Low,Medium,Business Analyst
49,Female,Master’s,Science,Medium,High,Yes,High,Medium,High,Medium,Medium,Medium,Sports,Remote,Startup,Yes,Low,Yes,11,10,No,Low,Balanced,High,Low,Entrepreneur
38,Other,High School,Business,Low,Medium,Yes,Medium,Medium,Medium,Medium,High,Medium,Business,Remote,Research Lab,No,High,No,1,5,No,High,Individual,Medium,High,Entrepreneur
27,Other,PhD,Engineering,Low,High,No,Low,High,Low,Medium,High,Low,Engineering,On-Site,Startup,No,Low,Yes,1,10,Yes,Medium,Individual,Medium,Medium,Doctor
21,Other,Diploma,Engineering,High,Medium,No,Low,High,Medium,High,High,High,Medicine,On-Site,Government,No,Medium,No,0,7,Yes,Medium,Individual,Medium,Low,Research Scientist
26,Other,High School,Science,Medium,Medium,No,Low,Low,Medium,High,Medium,High,Arts,Remote,Government,Yes,Low,No,8,1,Yes,Medium,Balanced,Low,Low,Data Scientist
23,Other,High School,Sports,Low,Low,No,Low,High,Low,Medium,High,Medium,Sports,Hybrid,Government,Yes,Medium,Yes,4,4,No,High,Balanced,High,Medium,Digital Marketer
19,Other,PhD,Sports,Medium,Low,Yes,Low,Medium,Medium,Medium,High,Low,Business,Hybrid,Government,Yes,High,No,1,8,No,Medium,Balanced,Medium,High,Mechanical Engineer
34,Male,Bachelor's,Sports,High,Medium,No,Low,Medium,Low,Low,Low,Low,Medicine,On-Site,Freelance,Yes,High,Yes,12,4,Yes,High,Teamwork,Low,High,Artist
22,Other,High School,Sports,Medium,Low,No,Low,Medium,High,High,Low,Medium,Technology,Remote,Corporate,Yes,Low,Yes,4,5,No,High,Teamwork,Medium,Medium,Doctor
42,Female,Master’s,Business,Low,High,Yes,Medium,High,Low,Medium,High,Medium,Medicine,Hybrid,Research Lab,Yes,Low,Yes,12,2,No,High,Balanced,Medium,Medium,Doctor
23,Female,Master’s,Sports,Medium,Medium,Yes,Medium,Medium,Low,Medium,Low,Medium,Business,Hybrid,Research Lab,No,Low,No,5,8,No,High,Teamwork,High,High,Entrepreneur
43,Female,Diploma,Medicine,Medium,Medium,Yes,Low,High,Low,Medium,Medium,Medium,Science,Remote,Corporate,Yes,Medium,Yes,12,5,Yes,Low,Balanced,Low,Medium,Software Engineer
29,Other,High School,Science,Low,Medium,No,Low,Medium,High,Low,High,Low,Sports,Hybrid,Government,Yes,Low,Yes,11,10,No,Medium,Individual,Low,Low,Lawyer
40,Female,Diploma,Engineering,Low,High,Yes,Medium,Medium,Medium,Low,Medium,Low,Science,Hybrid,Corporate,No,High,No,12,2,Yes,Medium,Balanced,Medium,Medium,Digital Marketer
38,Male,High School,Medicine,Medium,High,No,High,Medium,Medium,Low,High,Medium,Arts,Remote,Government,No,Medium,Yes,12,4,Yes,Low,Balanced,Low,High,Doctor
27,Other,PhD,Sports,Medium,High,Yes,Low,Low,Low,High,Low,High,Sports,Remote,Research Lab,Yes,Low,No,9,6,Yes,Low,Individual,High,Low,Research Scientist
39,Female,High School,Medicine,High,Low,No,High,High,Medium,High,High,High,Social Work,Hybrid,Government,Yes,Medium,No,10,7,Yes,Medium,Individual,Medium,High,Business Analyst
38,Male,Bachelor's,Engineering,High,High,Yes,High,Medium,Medium,Low,Medium,High,Social Work,Hybrid,Freelance,No,Low,No,12,1,No,Medium,Balanced,High,Medium,Business Analyst
44,Male,Master’s,Sports,High,Medium,Yes,Medium,Medium,Medium,Low,Medium,Medium,Sports,On-Site,Government,No,High,No,7,2,Yes,Medium,Individual,Medium,Low,Digital Marketer
42,Female,PhD,Medicine,High,Low,No,Medium,High,High,High,High,Medium,Medicine,Hybrid,Freelance,No,Low,No,4,4,Yes,Low,Balanced,High,High,Digital Marketer
48,Male,Master’s,Business,Low,High,No,Low,Medium,High,High,Medium,Low,Technology,Hybrid,Freelance,Yes,Medium,Yes,4,5,No,Medium,Individual,Medium,Medium,Data Scientist
23,Female,Diploma,Business,Medium,High,No,High,Medium,High,Medium,Medium,Medium,Engineering,Remote,Corporate,Yes,Medium,Yes,5,6,No,Medium,Balanced,Medium,Medium,Digital Marketer
44,Male,PhD,Science,High,Low,Yes,High,High,Low,Medium,Medium,Medium,Arts,Remote,Corporate,Yes,Low,Yes,4,3,Yes,Low,Teamwork,Low,Medium,Mechanical Engineer
25,Other,Bachelor's,Science,High,Low,No,High,Medium,Low,Low,Low,Medium,Sports,Hybrid,Startup,No,High,No,4,5,No,Low,Teamwork,Low,Low,Lawyer
19,Other,Master’s,Medicine,Medium,High,Yes,Medium,Medium,Low,High,High,Medium,Arts,Hybrid,Corporate,No,Low,No,1,3,No,High,Teamwork,High,Low,Mechanical Engineer
29,Other,High School,Engineering,High,High,No,High,Low,High,High,Medium,Medium,Arts,Hybrid,Government,No,Medium,No,11,7,Yes,High,Balanced,Medium,Medium,Doctor
30,Other,High School,Business,Medium,Low,No,Medium,High,Low,Medium,Low,High,Business,Hybrid,Startup,Yes,High,Yes,0,9,No,High,Individual,Medium,High,Business Analyst
42,Other,High School,Arts,Medium,Low,Yes,Medium,High,High,Medium,High,Medium,Engineering,On-Site,Freelance,No,High,Yes,12,1,No,Medium,Individual,High,High,Entrepreneur
38,Female,PhD,Science,Low,Low,Yes,Medium,Medium,Low,Low,High,Low,Science,On-Site,Corporate,No,Medium,Yes,1,1,Yes,High,Teamwork,High,Low,Entrepreneur
24,Other,Bachelor's,Business,Low,Medium,No,Low,High,Low,Medium,Medium,Low,Business,On-Site,Startup,No,Low,Yes,6,10,Yes,Low,Individual,Low,Medium,Doctor
27,Other,Bachelor's,Sports,Medium,High,Yes,Medium,Medium,Low,High,Medium,High,Science,On-Site,Corporate,No,Medium,No,6,3,No,Medium,Balanced,High,Low,Mechanical Engineer
30,Other,Bachelor's,Medicine,Low,Medium,No,Medium,Medium,High,Low,Medium,High,Social Work,On-Site,Government,No,Low,Yes,5,1,No,High,Balanced,Medium,High,Research Scientist
34,Other,Master’s,Business,Medium,Medium,No,Low,High,High,High,Medium,High,Medicine,On-Site,Research Lab,Yes,Medium,Yes,6,8,Yes,Medium,Teamwork,High,High,Business Analyst
43,Male,PhD,Business,High,Low,No,Low,High,Low,Medium,Low,Medium,Engineering,On-Site,Startup,No,High,No,8,4,Yes,High,Balanced,High,High,Artist
38,Other,High School,Medicine,Low,Low,No,Low,High,Medium,Medium,Medium,Medium,Business,Remote,Corporate,No,Medium,No,12,8,Yes,Medium,Individual,Low,Low,Lawyer
45,Other,Master’s,Science,Low,Medium,No,High,High,Medium,Medium,Medium,Medium,Technology,Hybrid,Startup,Yes,High,Yes,12,5,No,High,Individual,Low,Low,Digital Marketer
47,Female,Bachelor's,Science,High,Medium,No,Low,Low,Medium,Medium,Medium,Medium,Medicine,Remote,Research Lab,No,Low,Yes,12,7,Yes,Medium,Teamwork,Low,Low,Research Scientist
43,Male,High School,Arts,Medium,Medium,No,Medium,High,High,High,Medium,High,Business,On-Site,Corporate,Yes,High,Yes,11,6,No,Low,Individual,Medium,High,Mechanical Engineer
31,Female,PhD,Arts,Medium,High,No,High,Medium,Medium,Low,High,Medium,Technology,Hybrid,Startup,Yes,Low,Yes,7,9,No,Low,Balanced,Medium,Low,Data Scientist
49,Other,Diploma,Science,Medium,Low,No,Medium,High,Medium,Medium,Medium,Medium,Medicine,On-Site,Government,Yes,High,No,12,0,Yes,Low,Balanced,Low,Low,Entrepreneur
19,Female,Bachelor's,Science,High,Low,No,Low,Low,Medium,High,Medium,High,Medicine,Hybrid,Corporate,Yes,High,No,1,3,Yes,Medium,Teamwork,Medium,High,Software Engineer
45,Female,Bachelor's,Science,High,High,No,Medium,Low,Medium,Low,High,High,Technology,Hybrid,Government,No,Low,No,8,6,Yes,Medium,Teamwork,High,Medium,Digital Marketer
39,Other,Bachelor's,Science,High,Low,Yes,Medium,Medium,High,Low,Medium,Low,Engineering,Remote,Startup,No,Medium,No,3,8,Yes,Low,Individual,Low,High,Artist
28,Male,Bachelor's,Business,High,High,Yes,Medium,Medium,High,Low,Low,Medium,Engineering,Hybrid,Corporate,Yes,Medium,No,6,1,Yes,Low,Individual,Medium,Low,Doctor
18,Male,High School,Arts,Medium,Medium,No,Low,Medium,High,Low,Medium,High,Technology,Remote,Corporate,No,Low,Yes,0,0,Yes,Low,Individual,Medium,Medium,Lawyer
36,Female,PhD,Medicine,Low,High,No,Low,Medium,Low,Low,Medium,Medium,Arts,On-Site,Corporate,No,High,No,4,1,Yes,Medium,Individual,Low,High,Business Analyst
38,Other,Master’s,Engineering,High,Medium,No,Medium,Low,High,High,Medium,Low,Social Work,Remote,Government,No,High,No,12,8,No,Low,Teamwork,Medium,High,Digital Marketer
21,Female,High School,Medicine,Medium,High,No,High,High,Medium,Low,Low,Low,Sports,On-Site,Research Lab,Yes,High,No,3,1,No,Medium,Individual,Low,High,Data Scientist
36,Female,PhD,Sports,Medium,Low,Yes,Medium,Low,High,Low,High,Medium,Business,Hybrid,Government,No,Medium,Yes,12,8,Yes,Medium,Balanced,Medium,Medium,Doctor
43,Female,Master’s,Engineering,Low,High,Yes,Medium,Medium,High,Low,Medium,High,Engineering,Hybrid,Research Lab,No,Medium,No,12,6,Yes,Low,Teamwork,Low,Medium,Digital Marketer
46,Other,Bachelor's,Business,Medium,High,Yes,Low,Low,High,High,Low,High,Sports,Hybrid,Government,No,High,Yes,12,9,No,Medium,Individual,Medium,High,Lawyer
38,Other,PhD,Sports,Medium,Medium,No,High,Low,Low,High,Low,Low,Science,Remote,Corporate,No,High,Yes,2,5,Yes,Medium,Balanced,Low,Medium,Mechanical Engineer
28,Male,Bachelor's,Arts,High,Medium,Yes,High,High,High,High,Medium,Low,Engineering,On-Site,Freelance,Yes,Low,Yes,10,0,Yes,Medium,Teamwork,Low,Low,Doctor
25,Other,PhD,Engineering,High,Low,Yes,Medium,High,High,Low,High,Low,Technology,On-Site,Government,No,Low,No,7,8,Yes,Low,Balanced,Medium,Low,Artist
28,Female,Diploma,Science,Medium,Medium,Yes,Low,Low,Low,Medium,High,Medium,Science,Hybrid,Corporate,Yes,Medium,Yes,10,8,Yes,Low,Individual,Medium,High,Mechanical Engineer
49,Female,Bachelor's,Sports,Medium,High,Yes,Medium,High,Medium,High,High,High,Engineering,On-Site,Research Lab,No,Low,Yes,7,10,No,Medium,Balanced,Medium,Low,Lawyer
21,Male,Bachelor's,Business,Medium,High,Yes,High,High,High,High,Medium,Medium,Sports,Hybrid,Government,Yes,Medium,Yes,3,0,No,Medium,Individual,Low,Medium,Software Engineer
34,Other,Bachelor's,Engineering,Medium,High,No,High,Medium,Medium,Medium,Medium,Medium,Arts,Remote,Research Lab,Yes,High,Yes,12,5,No,Low,Teamwork,Medium,Medium,Doctor
44,Female,High School,Science,Low,High,Yes,Medium,High,Medium,Low,High,Medium,Sports,Hybrid,Government,No,Medium,Yes,3,4,No,Low,Individual,Medium,Medium,Software Engineer
24,Male,Master’s,Sports,Low,Low,Yes,Low,High,High,High,Medium,Low,Engineering,Hybrid,Corporate,No,High,Yes,0,2,No,Low,Balanced,High,Medium,Mechanical Engineer
25,Male,Bachelor's,Business,Low,High,Yes,Medium,High,High,Medium,High,Medium,Science,On-Site,Corporate,No,Low,Yes,1,7,Yes,Medium,Balanced,Medium,High,Lawyer
20,Female,Bachelor's,Sports,Low,Low,No,Low,High,Low,Medium,High,Low,Technology,Remote,Research Lab,Yes,Medium,Yes,2,4,Yes,Low,Teamwork,High,High,Digital Marketer
39,Female,High School,Engineering,High,Low,Yes,Medium,Low,Low,Low,Medium,Medium,Engineering,Remote,Research Lab,No,High,No,12,10,No,High,Individual,Medium,Medium,Digital Marketer
19,Other,High School,Science,Medium,Medium,Yes,High,High,Medium,Medium,Low,High,Business,Remote,Government,Yes,Low,Yes,1,6,No,High,Individual,Low,High,Research Scientist
40,Male,Diploma,Arts,Medium,High,No,Low,Low,Low,Low,Low,Low,Science,Hybrid,Startup,No,Low,Yes,10,9,Yes,Low,Teamwork,Low,High,Research Scientist
32,Female,PhD,Business,High,High,No,Medium,High,High,Low,Low,Low,Medicine,On-Site,Government,No,Medium,No,3,10,Yes,High,Teamwork,Medium,High,Artist
41,Male,Bachelor's,Engineering,High,Medium,Yes,Low,High,Medium,High,Medium,High,Engineering,Remote,Startup,No,Medium,No,2,3,No,High,Teamwork,Low,Medium,Artist
39,Other,PhD,Science,Medium,High,Yes,Medium,Medium,Low,Low,Low,High,Social Work,Hybrid,Freelance,Yes,High,Yes,2,8,No,Medium,Teamwork,High,Low,Mechanical Engineer
39,Female,High School,Arts,Low,High,Yes,Medium,Medium,High,High,High,Low,Sports,Hybrid,Corporate,Yes,High,Yes,0,9,No,Medium,Teamwork,High,Medium,Entrepreneur
22,Other,High School,Sports,Medium,Low,No,Low,Medium,High,Medium,Low,Medium,Social Work,On-Site,Research Lab,Yes,Medium,Yes,4,0,No,Low,Balanced,Medium,High,Entrepreneur
41,Male,Diploma,Science,High,High,No,High,Medium,High,Medium,Medium,Medium,Science,Hybrid,Research Lab,No,Medium,Yes,4,7,Yes,Low,Teamwork,Low,Medium,Mechanical Engineer
18,Other,Master’s,Arts,Low,Low,Yes,Low,Medium,Medium,Medium,High,Low,Arts,Hybrid,Research Lab,No,Medium,Yes,0,10,Yes,Low,Teamwork,Medium,Medium,Business Analyst
43,Other,High School,Engineering,Low,Low,Yes,Medium,High,Medium,High,High,Medium,Arts,On-Site,Freelance,No,High,No,4,8,No,High,Balanced,Medium,Low,Doctor
21,Male,Bachelor's,Science,Medium,High,Yes,High,Low,Low,Medium,Medium,Low,Technology,Hybrid,Freelance,No,High,No,3,6,Yes,Medium,Individual,Low,Low,Software Engineer
32,Other,Diploma,Science,Medium,Medium,Yes,Medium,Low,Medium,High,Medium,Medium,Business,Hybrid,Startup,Yes,Medium,No,8,10,Yes,High,Balanced,Medium,Medium,Research Scientist
37,Male,Master’s,Medicine,High,High,Yes,Medium,High,Low,Low,Medium,Low,Social Work,Hybrid,Research Lab,Yes,Medium,Yes,4,5,No,Low,Individual,High,Medium,Artist
36,Female,Diploma,Business,Low,Low,Yes,High,Low,Low,Low,Low,High,Science,Remote,Startup,Yes,Low,No,5,5,Yes,Low,Teamwork,Low,Medium,Software Engineer
20,Male,High School,Science,High,Low,Yes,Medium,High,Medium,Low,Low,Low,Engineering,Remote,Freelance,Yes,Low,No,2,5,No,High,Balanced,Medium,Medium,Business Analyst
37,Male,Master’s,Arts,Medium,Low,Yes,High,High,Medium,Low,Low,Medium,Social Work,Hybrid,Freelance,Yes,Medium,No,12,0,No,Low,Individual,Medium,High,Research Scientist
28,Female,PhD,Business,Low,Medium,No,High,Medium,Low,Low,Medium,Medium,Technology,Hybrid,Corporate,No,High,Yes,10,8,No,Low,Balanced,Medium,Medium,Mechanical Engineer
34,Male,Master’s,Engineering,Low,Medium,Yes,Low,Low,Low,Medium,High,Low,Business,Hybrid,Research Lab,No,Medium,Yes,12,2,Yes,Medium,Balanced,High,Low,Research Scientist
47,Female,Bachelor's,Business,Medium,High,Yes,Medium,Low,Low,Medium,Medium,Medium,Arts,On-Site,Corporate,Yes,Medium,No,3,2,No,High,Teamwork,Medium,High,Data Scientist
44,Female,PhD,Medicine,High,High,No,High,High,High,Low,Medium,Medium,Science,Remote,Freelance,Yes,Medium,Yes,12,0,No,High,Balanced,Low,Medium,Digital Marketer
30,Male,PhD,Engineering,High,Medium,No,Medium,Low,Low,High,Medium,Low,Social Work,Hybrid,Startup,No,Medium,Yes,12,2,No,Medium,Balanced,High,Medium,Research Scientist
28,Other,Bachelor's,Science,High,Low,No,High,Medium,Medium,High,Low,High,Technology,On-Site,Government,Yes,Medium,No,8,2,Yes,Low,Teamwork,Medium,High,Doctor
19,Other,PhD,Sports,Medium,Medium,Yes,Medium,Low,Medium,Low,Medium,Medium,Sports,On-Site,Freelance,No,High,Yes,1,9,No,Low,Balanced,High,High,Entrepreneur
26,Female,High School,Engineering,Medium,Low,Yes,Medium,High,High,Low,High,High,Science,Hybrid,Corporate,No,Low,Yes,8,2,Yes,High,Balanced,Low,Low,Doctor
43,Other,Master’s,Engineering,High,Medium,Yes,High,Medium,Medium,Medium,Low,High,Science,Remote,Research Lab,Yes,High,No,12,7,Yes,Low,Balanced,High,High,Entrepreneur
19,Other,Master’s,Medicine,Medium,Low,No,High,High,High,Low,High,Low,Medicine,On-Site,Corporate,Yes,Medium,No,1,0,Yes,High,Individual,High,Medium,Mechanical Engineer
38,Male,Bachelor's,Arts,Medium,Low,Yes,Medium,Low,Medium,Low,Medium,Medium,Arts,Hybrid,Corporate,No,Medium,Yes,12,6,Yes,Low,Teamwork,High,Medium,Digital Marketer
26,Female,High School,Engineering,Low,High,Yes,Low,Medium,Low,Medium,Medium,High,Engineering,Hybrid,Freelance,No,Medium,Yes,8,9,Yes,Medium,Teamwork,High,Medium,Business Analyst
26,Female,PhD,Arts,Medium,Low,Yes,Medium,High,Medium,High,Medium,Medium,Sports,Remote,Government,Yes,Medium,No,8,0,No,Low,Individual,Medium,Medium,Entrepreneur
25,Male,Master’s,Business,Low,Medium,Yes,Medium,Low,Medium,Medium,High,Medium,Business,Remote,Corporate,Yes,Low,No,6,8,No,Medium,Individual,Medium,High,Digital Marketer
34,Other,Master’s,Sports,Medium,Low,No,Low,Medium,High,Low,Medium,Low,Arts,Hybrid,Research Lab,Yes,Medium,Yes,12,5,Yes,Low,Individual,High,Medium,Doctor
18,Female,Master’s,Medicine,Medium,Low,Yes,High,Low,Low,Low,Medium,High,Technology,On-Site,Startup,No,Medium,Yes,0,1,No,High,Teamwork,High,High,Mechanical Engineer
42,Other,Master’s,Science,Medium,Low,Yes,Medium,Low,High,High,Medium,High,Engineering,Remote,Startup,Yes,Medium,Yes,2,3,Yes,Low,Teamwork,Medium,High,Business Analyst
46,Female,Diploma,Engineering,High,High,Yes,Medium,Medium,High,Low,High,Low,Sports,Hybrid,Startup,Yes,Medium,No,12,10,No,High,Teamwork,Low,Low,Lawyer
28,Female,Bachelor's,Sports,High,Medium,Yes,High,Low,Low,Low,High,High,Arts,Remote,Corporate,Yes,Low,Yes,10,7,No,Low,Individual,High,Medium,Data Scientist
25,Female,PhD,Sports,Medium,Low,No,High,Medium,Medium,High,Medium,High,Technology,On-Site,Freelance,No,High,Yes,7,8,Yes,Low,Balanced,High,High,Mechanical Engineer
27,Female,PhD,Arts,High,High,Yes,Low,Low,Medium,Low,High,High,Arts,Remote,Corporate,Yes,High,Yes,9,3,No,High,Teamwork,High,Low,Software Engineer
42,Other,Bachelor's,Engineering,High,Medium,No,Medium,Medium,Medium,High,Medium,Medium,Technology,On-Site,Startup,No,Medium,Yes,2,8,No,High,Individual,Low,Medium,Lawyer
24,Other,High School,Sports,Low,High,Yes,Low,Low,Low,Medium,High,High,Technology,On-Site,Startup,No,High,No,6,10,No,Low,Balanced,Medium,Medium,Doctor
20,Other,Bachelor's,Medicine,Low,High,Yes,Medium,Low,Low,Low,High,Medium,Science,Hybrid,Freelance,Yes,High,No,2,5,No,High,Individual,Medium,Low,Research Scientist
20,Other,Master’s,Science,High,High,No,High,Medium,High,Low,High,High,Medicine,Hybrid,Corporate,Yes,High,No,1,6,No,Low,Balanced,Medium,Low,Lawyer
